name,country,party,national_party,profile_url,mep_id,photo_url
Thomas Pellerin-Carlin,France,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,,https://www.europarl.europa.eu/meps/en/256903,256903.0,http://commons.wikimedia.org/wiki/Special:FilePath/1718699870727%2020240617%20PELLERIN%20CARLIN%20Thomas%20FR%20012.jpg
Thomas Waitz,Austria,Group of the Greens/European Free Alliance,The Greens – The Green Alternative,https://www.europarl.europa.eu/meps/en/190464,190464.0,http://commons.wikimedia.org/wiki/Special:FilePath/Thomas%20Waitz%20%2852387699876%29.jpg
Tiago Moreira de Sá,Portugal,Patriots for Europe Group,Chega,https://www.europarl.europa.eu/meps/en/257054,257054.0,http://commons.wikimedia.org/wiki/Special:FilePath/Tms3.png
Tiemo Wölken,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Social Democratic Party of Germany,https://www.europarl.europa.eu/meps/en/185619,185619.0,http://commons.wikimedia.org/wiki/Special:FilePath/1697101117567%2020211202%20W%C3%96LKEN%20Tiemo%20DE.jpg
Tilly Metz,Luxembourg,Group of the Greens/European Free Alliance,The Greens,https://www.europarl.europa.eu/meps/en/193292,193292.0,http://commons.wikimedia.org/wiki/Special:FilePath/MEP%20Tilly%20Metz%20during%20SANT%20Committee%20constitutive%20meeting.jpg
Tineke Strik,Kingdom of the Netherlands,Group of the Greens/European Free Alliance,GroenLinks,https://www.europarl.europa.eu/meps/en/197772,197772.0,http://commons.wikimedia.org/wiki/Special:FilePath/Debate%20MEPs%20call%20for%20measures%20against%20Turkey%20following%20military%20operation%20in%20Syria%20%2848947581143%29.jpg
Tobias Cremer,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Social Democratic Party of Germany,https://www.europarl.europa.eu/meps/en/256938,256938.0,http://commons.wikimedia.org/wiki/Special:FilePath/1718282233089%2020240612%20CREMER%20Tobias%20DE%20005.jpg
Tobiasz Bocheński,Poland,European Conservatives and Reformists Group,,https://www.europarl.europa.eu/meps/en/257073,257073.0,http://commons.wikimedia.org/wiki/Special:FilePath/Tobiasz%20Bochenski%202024.jpg
Tom Berendsen,Kingdom of the Netherlands,Group of the European People's Party (Christian Democrats),Christian Democratic Appeal,https://www.europarl.europa.eu/meps/en/197778,197778.0,http://commons.wikimedia.org/wiki/Special:FilePath/1718705118441%2020240617%20BERENDSEN%20Tom%20NL%20009.jpg
Tom Vandendriessche,Belgium,Patriots for Europe Group,Flemish Interest,https://www.europarl.europa.eu/meps/en/185771,185771.0,http://commons.wikimedia.org/wiki/Special:FilePath/Tom%20Vandendriessche.jpg
Tomas Tobé,Sweden,Group of the European People's Party (Christian Democrats),Moderate Party,https://www.europarl.europa.eu/meps/en/197402,197402.0,http://commons.wikimedia.org/wiki/Special:FilePath/Tomas%20Tob%C3%A9.jpg
Tomasz Buczek,Poland,Patriots for Europe Group,,https://www.europarl.europa.eu/meps/en/257072,257072.0,http://commons.wikimedia.org/wiki/Special:FilePath/Tomasz%20Buczek%20MEP%20%282024%29.jpg
Tomasz Froelich,Germany,Europe of Sovereign Nations Group,Alternative for Germany,https://www.europarl.europa.eu/meps/en/190574,190574.0,http://commons.wikimedia.org/wiki/Special:FilePath/1718282233089%2020240612%20FROELICH%20Tomasz%20DE%20001.jpg
Tomislav Sokol,Croatia,Group of the European People's Party (Christian Democrats),Croatian Democratic Union,https://www.europarl.europa.eu/meps/en/197417,197417.0,http://commons.wikimedia.org/wiki/Special:FilePath/1721737590126%2020240723%20EP-171130A%20DLL%20046.jpg
Tomáš Kubín,Czech Republic,Patriots for Europe Group,ANO 2011,https://www.europarl.europa.eu/meps/en/261038,261038.0,http://commons.wikimedia.org/wiki/Special:FilePath/KUBIN%20Tomas.jpg
Tomáš Zdechovský,Czech Republic,Group of the European People's Party (Christian Democrats),KDU-ČSL,https://www.europarl.europa.eu/meps/en/124713,124713.0,http://commons.wikimedia.org/wiki/Special:FilePath/1718798537845%2020240618%20ZDECHOVSKY%20Tomas%20CZ%20005.jpg
Ton Diepeveen,Kingdom of the Netherlands,Patriots for Europe Group,,https://www.europarl.europa.eu/meps/en/256981,256981.0,http://commons.wikimedia.org/wiki/Special:FilePath/1721813551627%2020240723%20EP-171139A%20AR2%20269.jpg
Tonino Picula,Croatia,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Social Democratic Party of Croatia,https://www.europarl.europa.eu/meps/en/112744,112744.0,http://commons.wikimedia.org/wiki/Special:FilePath/Tonino%20Picula%20MEP.jpg
Tsvetelina Penkova,Bulgaria,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Bulgarian Socialist Party,https://www.europarl.europa.eu/meps/en/197845,197845.0,http://commons.wikimedia.org/wiki/Special:FilePath/1721744219540%2020240723%20EP-171119A%20PB9%20210.jpg
Udo Bullmann,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Social Democratic Party of Germany,https://www.europarl.europa.eu/meps/en/4267,4267.0,http://commons.wikimedia.org/wiki/Special:FilePath/2018-12-09%20Udo%20Bullmann%20SPD%20Europadelegiertenkonferenz%202843.jpg
Urmas Paet,Estonia,Renew Europe Group,Estonian Reform Party,https://www.europarl.europa.eu/meps/en/129073,129073.0,http://commons.wikimedia.org/wiki/Special:FilePath/1718810537868%2020240619%20PAET%20Urmas%20EE%20002.jpg
Valentina Palmisano,Italy,,Five Star Movement,https://www.europarl.europa.eu/meps/en/257135,257135.0,http://commons.wikimedia.org/wiki/Special:FilePath/Valentina%20Palmisano%20daticamera%202018.jpg
Valérie Deloge,France,Patriots for Europe Group,,https://www.europarl.europa.eu/meps/en/256886,256886.0,http://commons.wikimedia.org/wiki/Special:FilePath/1719388746313%2020240626%20DELOGE%20Valerie%20FR%20001.jpg
Valérie Devaux,France,Renew Europe Group,,https://www.europarl.europa.eu/meps/en/256870,256870.0,http://commons.wikimedia.org/wiki/Special:FilePath/1718282610907%2020240611%20DEVAUX%20Valerie%20FR%20010.jpg
Valérie Hayer,France,Renew Europe Group,Renaissance,https://www.europarl.europa.eu/meps/en/135511,135511.0,http://commons.wikimedia.org/wiki/Special:FilePath/Val%C3%A9rie%20Hayer%20at%20a%20Renew%20Europe%20meeting%20in%20European%20Parliament%20-%202024%20%28P064202-298895%29%20%28cropped%29.jpg
Vasile Dîncu,Romania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Social Democratic Party,https://www.europarl.europa.eu/meps/en/33998,33998.0,http://commons.wikimedia.org/wiki/Special:FilePath/Vasile%20D%C3%AEncu%20portrait.jpg
Verena Mertens,Germany,Group of the European People's Party (Christian Democrats),Christian Democratic Union,https://www.europarl.europa.eu/meps/en/256974,256974.0,http://commons.wikimedia.org/wiki/Special:FilePath/1718282080122%2020240612%20MERTENS%20Verena%20DE%20013.jpg
Veronika Cifrová Ostrihoňová,Slovakia,Renew Europe Group,,https://www.europarl.europa.eu/meps/en/257014,257014.0,http://commons.wikimedia.org/wiki/Special:FilePath/1718895497660%2020240620%20CIFROVA%20OSTRIHONOVA%20Veronika%20SK%20014.jpg
Veronika Vrecionová,Czech Republic,European Conservatives and Reformists Group,Civic Democratic Party,https://www.europarl.europa.eu/meps/en/197552,197552.0,http://commons.wikimedia.org/wiki/Special:FilePath/1718282894055%2020240612%20VRECIONOVA%20Veronika%20CZ%20002.jpg
Vicent Marzà i Ibàñez,Spain,,Valencian Nationalist Bloc,,,http://commons.wikimedia.org/wiki/Special:FilePath/1721744697984%2020240618%20MARZA%20IBANEZ%20Vicent%20ES%200052.jpg
Victor Negrescu,Romania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Social Democratic Party,https://www.europarl.europa.eu/meps/en/88882,88882.0,http://commons.wikimedia.org/wiki/Special:FilePath/1649591689427%2020200203%20NEGRESCU%20Victor%20RO%20009.jpg
Viktória Ferenc,Hungary,Patriots for Europe Group,Fidesz,https://www.europarl.europa.eu/meps/en/256857,256857.0,http://commons.wikimedia.org/wiki/Special:FilePath/1719323409478%2020240625%20FERENC%20Viktoria%20HU%20001.jpg
Vilija Blinkevičiūtė,Lithuania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Social Democratic Party of Lithuania,https://www.europarl.europa.eu/meps/en/96681,96681.0,http://commons.wikimedia.org/wiki/Special:FilePath/Vilija%20Blinkevi%C4%8Di%C5%ABt%C4%97%20MEP%20%282024%29.jpg
Vilis Krištopans,Latvia,Patriots for Europe Group,Union of Greens and Farmers,https://www.europarl.europa.eu/meps/en/256909,256909.0,http://commons.wikimedia.org/wiki/Special:FilePath/Vilis%20Kri%C5%A1top%C4%81ns%202022.jpg
Ville Niinistö,Finland,Group of the Greens/European Free Alliance,Green League,https://www.europarl.europa.eu/meps/en/197802,197802.0,http://commons.wikimedia.org/wiki/Special:FilePath/1718294424823%2020240613%20NIINISTO%20Ville%20FI%20006.jpg
Villy Søvndal,Kingdom of Denmark,Group of the Greens/European Free Alliance,Green Left,https://www.europarl.europa.eu/meps/en/111412,111412.0,http://commons.wikimedia.org/wiki/Special:FilePath/Villy%20Soevndal%2C%20utrikesminister%20Danmark.%20Presskonferens%20med%20utrikesministrarna%20under%20Nordiska%20Radets%20session%202011%20i%20Kopenhamn%20%281%29.jpg
Virgil Popescu,Group of the European Conservatives and Reformists,,National Liberal Party,https://www.europarl.europa.eu/meps/en/257107/VIRGIL-DANIEL_POPESCU/home,257107.0,http://commons.wikimedia.org/wiki/Special:FilePath/Virgil-Daniel%20Popescu%20MEP%20%282024%29.jpg
Virginie Joron,France,Patriots for Europe Group,National Rally,https://www.europarl.europa.eu/meps/en/197627,197627.0,http://commons.wikimedia.org/wiki/Special:FilePath/1718810508494%2020240619%20JORON%20Virginie%20FR%20004.jpg
Virginijus Sinkevičius,Lithuania,Group of the Greens/European Free Alliance,"Union of Democrats ""For Lithuania""",https://www.europarl.europa.eu/meps/en/201945,201945.0,http://commons.wikimedia.org/wiki/Special:FilePath/Virginijus%20Sinkevi%C4%8Dius%20%282%29.jpg
Vivien Costanzo,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Social Democratic Party of Germany,https://www.europarl.europa.eu/meps/en/256937,256937.0,http://commons.wikimedia.org/wiki/Special:FilePath/1721921151690%2020240617%20COSTANZO%20Vivien%20DE%20008.jpg
Vlad Voiculescu,Group of the European Conservatives and Reformists,,Save Romania Union,https://www.europarl.europa.eu/meps/en/257112/VLAD_VASILE-VOICULESCU/home,257112.0,http://commons.wikimedia.org/wiki/Special:FilePath/1718281726080%2020240611%20VASILE%20VOICULESCU%20Vlad%20RO%20006.jpg
Vladimir Prebilič,Slovenia,Group of the Greens/European Free Alliance,,https://www.europarl.europa.eu/meps/en/256813,256813.0,http://commons.wikimedia.org/wiki/Special:FilePath/Vladimir%20Prebili%C4%8D%2002.jpg
Volker Schnurrbusch,Germany,Europe of Sovereign Nations Group,Alternative for Germany,https://www.europarl.europa.eu/meps/en/267485,267485.0,
Vytenis Andriukaitis,Lithuania,,Social Democratic Party of Lithuania,,,http://commons.wikimedia.org/wiki/Special:FilePath/Vytenis%20Povilas%20Andriukaitis.jpg
Waldemar Buda,Poland,European Conservatives and Reformists Group,Law and Justice,https://www.europarl.europa.eu/meps/en/99878,99878.0,http://commons.wikimedia.org/wiki/Special:FilePath/Waldemar%20Buda%20%282021%29.jpg
Waldemar Tomaszewski,Lithuania,European Conservatives and Reformists Group,Electoral Action of Poles in Lithuania,https://www.europarl.europa.eu/meps/en/96697,96697.0,http://commons.wikimedia.org/wiki/Special:FilePath/Waldemar%20Tomaszewski.jpg
Wouter Beke,Belgium,Group of the European People's Party (Christian Democrats),Christian Democratic and Flemish,https://www.europarl.europa.eu/meps/en/256887,256887.0,http://commons.wikimedia.org/wiki/Special:FilePath/Wouter%20Beke%20%28cropped%29.jpg
Yana Toom,Estonia,,Estonian Centre Party,,,http://commons.wikimedia.org/wiki/Special:FilePath/Yana%20Toom%20-%20Estonian%20part%20-%20Citizens%E2%80%99%20Corner%20debate%20on%20fighting%20against%20terrorism%20%2830982427090%29.jpg
Younous Omarjee,France,,Reunionese Communist Party,https://www.europarl.europa.eu/meps/en/30482,30482.0,http://commons.wikimedia.org/wiki/Special:FilePath/Younous%20Omarjee%20November%202022.jpg
Yvan Verougstraete,Belgium,Renew Europe Group,,https://www.europarl.europa.eu/meps/en/256879,256879.0,http://commons.wikimedia.org/wiki/Special:FilePath/1718636478475%2020240611%20VEROUGSTRAETE%20Yvan%20BE%2008B.jpg
Zala Tomašič,Slovenia,Group of the European People's Party (Christian Democrats),Slovenian Democratic Party,https://www.europarl.europa.eu/meps/en/256814,256814.0,http://commons.wikimedia.org/wiki/Special:FilePath/1718798890696%2020240618%20TOMASIC%20Zala%20SI%20022.jpg
Zoltán Tarr,Hungary,Group of the European People's Party (Christian Democrats),Respect and Freedom Party,https://www.europarl.europa.eu/meps/en/256863,256863.0,http://commons.wikimedia.org/wiki/Special:FilePath/Tarr%20Zoltan.jpg
Zsuzsanna Borvendég,Hungary,Europe of Sovereign Nations Group,,https://www.europarl.europa.eu/meps/en/257457,257457.0,http://commons.wikimedia.org/wiki/Special:FilePath/Portr%C3%A9%20Borvend%C3%A9g%20Zsuzsann%C3%A1r%C3%B3l.jpg
Éric Sargiacomo,France,,Socialist Party,,,http://commons.wikimedia.org/wiki/Special:FilePath/1718798729050%2020240618%20SARGIACOMO%20Eric%20FR%20008.jpg
Özlem Demirel,Germany,,Party of Democratic Socialism,https://www.europarl.europa.eu/meps/en/197468,197468.0,http://commons.wikimedia.org/wiki/Special:FilePath/2017-05-04-WDR%20Wahlarena-1401.jpg
Ľubica Karvašová,Slovakia,Renew Europe Group,,https://www.europarl.europa.eu/meps/en/257013,257013.0,http://commons.wikimedia.org/wiki/Special:FilePath/1718870136948%2020240619%20KARVASOVA%20Lubica%20SK%20007.jpg
Ľudovít Ódor,Slovakia,Renew Europe Group,,https://www.europarl.europa.eu/meps/en/257010,257010.0,http://commons.wikimedia.org/wiki/Special:FilePath/%C4%BDudov%C3%ADt%20%C3%93dor%20%E2%80%94%20%C3%93dor%20Lajos%20%E2%80%94%2021.%20august%20%E2%80%94%20pietna%20spomienka%2C%20%C5%A0af%C3%A1rikovo%20n%C3%A1mestie%20%28cropped%29.jpg
Łukasz Kohut,Poland,Group of the European People's Party (Christian Democrats),Civic Coalition,https://www.europarl.europa.eu/meps/en/197523,197523.0,http://commons.wikimedia.org/wiki/Special:FilePath/%C5%81ukasz%20Kohut.jpg
Željana Zovko,Croatia,Group of the European People's Party (Christian Democrats),Croatian Democratic Union,https://www.europarl.europa.eu/meps/en/185341,185341.0,http://commons.wikimedia.org/wiki/Special:FilePath/1718810167012%2020190606%20ZOVKO%20Zeljana%20HR%2024.jpg
Șerban-Dimitrie Sturdza,Group of the European Conservatives and Reformists,,,https://www.europarl.europa.eu/meps/en/257119/SERBAN+DIMITRIE_STURDZA/home,257119.0,http://commons.wikimedia.org/wiki/Special:FilePath/%C8%98erban-Dimitrie%20Sturdza%20MEP%20%282024%29.jpg
Ștefan Mușoiu,Group of the European Conservatives and Reformists,,Social Democratic Party,https://www.europarl.europa.eu/meps/en/257103/STEFAN_MUSOIU/home,257103.0,http://commons.wikimedia.org/wiki/Special:FilePath/%C8%98tefan%20Mu%C8%99oiu%2C%20portret%20oficial%202025.jpg
